class,module,npm_install,jelly_exit,seconds,note,packages,modules,functions,code_size_main_kb,dependencies_kb,edges_fun2fun,edges_call2fun,calls_zero_or_one_pct,calls_multiple_pct,calls_native_external_pct,calls_total,funcs_zero_callers_pct,funcs_reachable_pct,jelly_time_ms,jelly_memory_mb,errors,warnings,oom,unresolved_module_warnings
command-injection,node-mpv_0.12.2,skipped(already-installed),0,3.10,,3,11,775,1,555,8302,12535,61.19,19.8,19.01,2015,30.71,59.35,2703,433,0,165,False,0
command-injection,node-ps_0.0.2,skipped(already-installed),0,0.42,,2,3,15,1,3,15,17,39.22,0.0,60.78,51,6.67,93.33,61,37,0,0,False,0
command-injection,node-unrar_0.1.0,skipped(already-installed),0,0.40,,2,2,8,1,1,6,7,37.93,0.0,62.07,29,25.0,75.0,48,33,0,0,False,0
command-injection,npm-git-publish_0.2.4-beta,skipped(already-installed),0,1.64,,45,98,1052,1,406,2524,3036,41.91,13.15,44.94,3505,14.45,61.41,1263,231,0,213,False,0
command-injection,npm-help_1.0.0,skipped(already-installed),0,0.52,,3,3,95,1,41,137,195,70.0,10.69,19.31,290,53.68,6.32,162,47,0,2,False,0
command-injection,onion-oled-js_0.0.2,skipped(already-installed),0,0.47,,4,13,79,1,22,89,101,64.86,2.7,32.43,185,39.24,53.16,119,42,0,3,False,0
command-injection,open_0.0.5,skipped(already-installed),0,0.41,,2,2,5,1,2,5,8,40.74,0.0,59.26,27,0.0,100.0,47,33,0,0,False,0
command-injection,pdf-image_1.0.5,skipped(already-installed),0,0.48,,3,3,96,1,33,200,206,70.33,6.04,23.63,182,14.58,73.96,120,49,0,0,False,0
command-injection,pdf-image_2.0.0,skipped(already-installed),0,0.48,,3,3,112,1,36,311,322,68.8,9.4,21.79,234,18.75,72.32,126,53,0,3,False,0
command-injection,pdfinfojs_0.3.6,skipped(already-installed),0,1.29,,37,146,824,1,368,1181,1547,52.99,1.6,45.42,3065,13.23,3.4,922,153,0,109,False,1
command-injection,pidusage_1.0.0,skipped(already-installed),0,0.42,,2,4,23,1,8,15,24,22.11,3.16,74.74,95,39.13,13.04,75,34,0,3,False,0
command-injection,port-killer_1.0.1,skipped(already-installed),0,0.40,,2,2,4,1,1,4,4,24.0,0.0,76.0,25,0.0,100.0,47,33,0,0,False,0
command-injection,portkiller_1.0.2,skipped(already-installed),0,0.40,,2,2,9,1,1,10,10,53.33,0.0,46.67,30,0.0,100.0,47,34,0,0,False,0
command-injection,portprocesses_1.0.4,skipped(already-installed),0,0.41,,2,3,16,1,2,17,17,46.0,0.0,54.0,50,6.25,43.75,59,36,0,0,False,0
command-injection,ps_0.0.2,skipped(already-installed),0,0.41,,2,2,12,1,2,11,13,46.34,0.0,53.66,41,8.33,91.67,53,35,0,0,False,0
command-injection,ps-kill_1.0.0,skipped(already-installed),0,0.39,,2,2,5,1,1,5,5,28.57,0.0,71.43,21,0.0,100.0,43,32,0,0,False,0
command-injection,psnode_0.0.1,skipped(already-installed),0,0.55,,7,8,74,1,37,59,66,27.45,0.0,72.55,306,32.43,14.86,188,61,0,3,False,0
command-injection,ps-visitor_0.0.2,skipped(already-installed),0,0.44,,2,2,23,1,12,22,27,38.21,0.0,61.79,123,8.7,26.09,83,39,0,11,False,0
command-injection,react-dev-utils_11.0.0,skipped(already-installed),0,0.58,,9,12,106,1,43,57,83,34.95,0.0,65.05,329,52.83,23.58,222,65,0,65,False,0
command-injection,roar-pidusage_1.1.6,skipped(already-installed),0,0.43,,2,4,27,1,9,18,28,31.3,2.61,66.09,115,37.04,11.11,79,36,0,3,False,0
command-injection,samsung-remote_1.2.5,skipped(already-installed),0,0.41,,2,3,14,1,4,14,19,35.62,0.0,64.38,73,7.14,42.86,59,37,0,0,False,0
command-injection,scp_0.0.3,skipped(already-installed),0,0.40,,2,2,7,1,2,6,6,34.62,0.0,65.38,26,14.29,71.43,49,34,0,0,False,0
command-injection,strider-git_1.0.3,skipped(already-installed),0,0.50,,8,11,88,1,33,90,97,42.22,4.44,53.33,270,29.55,38.64,146,56,0,3,False,0
command-injection,theme-core_0.2.5,skipped(already-installed),0,1.54,,12,53,925,1,524,2023,2756,72.8,3.29,23.91,3647,14.38,43.46,1174,223,0,63,False,0
command-injection,thi.ng-egf_0.3.0,skipped(already-installed),0,2.65,,25,25,1801,1,304,15797,24996,57.82,13.71,28.47,3224,44.42,34.26,2269,286,0,365,False,0
command-injection,total.js_3.4.6,skipped(already-installed),0,3.70,,2,17,3093,1,1215,6057,8148,53.0,7.92,39.08,11511,47.53,36.99,3288,416,0,926,False,0
command-injection,ts-process-promises_1.0.2,skipped(already-installed),0,1.40,,12,60,722,1,216,6554,10888,50.61,23.76,25.63,1974,15.1,70.08,1030,200,0,86,False,0
command-injection,umount_1.1.6,skipped(already-installed),0,2.23,,3,4,700,1,536,7658,11427,65.0,19.92,15.08,1857,25.86,63.0,1847,328,0,168,False,0
command-injection,vboxmanage.js_1.0.6,skipped(already-installed),0,0.45,,2,2,50,1,16,28,28,42.25,1.41,56.34,142,54.0,24.0,89,43,0,1,False,0
command-injection,wc-cmd_1.0.9,skipped(already-installed),0,0.41,,2,2,13,1,4,21,22,52.17,2.17,45.65,46,0.0,100.0,57,36,0,1,False,0
command-injection,whereis_0.4.0,skipped(already-installed),0,0.40,,2,2,8,1,2,11,12,38.24,0.0,61.76,34,0.0,100.0,50,34,0,0,False,0
command-injection,wincred_1.0.2,skipped(already-installed),0,0.40,,2,2,6,1,1,6,6,28.57,0.0,71.43,28,0.0,100.0,48,33,0,0,False,0
command-injection,xopen_1.0.0,skipped(already-installed),0,0.39,,2,2,6,1,1,6,6,45.45,0.0,54.55,22,0.0,100.0,45,32,0,1,False,0
command-injection,xps_1.0.2,skipped(already-installed),0,0.59,,11,15,170,1,58,266,297,39.17,8.54,52.29,480,33.53,44.71,229,57,0,5,False,0
path-traversal,11xiaoli_1.1.0,ok,0,0.39,,1,1,6,2,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,1,0,False,1
path-traversal,22lixian_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,31.82,0.0,68.18,22,0.0,100.0,40,32,1,0,False,1
path-traversal,angular-http-server_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,42,32,2,0,False,2
path-traversal,api-proxy_0.0.2,ok,0,0.44,,2,5,47,1,10,53,55,46.06,1.21,52.73,165,6.38,93.62,93,42,0,0,False,0
path-traversal,aso-server_0.4.3,ok,0,0.44,,3,3,33,1,8,36,41,43.75,3.57,52.68,112,9.09,90.91,82,37,1,1,False,1
path-traversal,asset-cache_0.0.6,ok,0,0.41,,2,3,11,1,2,11,12,40.48,0.0,59.52,42,9.09,90.91,56,36,0,0,False,0
path-traversal,atropa-ide_0.2.2-2,ok,0,0.49,,5,8,72,1,34,86,108,48.09,0.0,51.91,262,9.72,87.5,138,57,0,14,False,0
path-traversal,augustine_0.2.3,ok,0,0.39,,1,1,6,1,0,6,6,31.82,0.0,68.18,22,0.0,100.0,40,32,1,0,False,1
path-traversal,basic-static_2.0.2,ok,0,0.50,,3,6,23,1,43,26,35,34.29,3.81,61.9,105,4.35,95.65,139,65,0,5,False,0
path-traversal,bitty_0.1.0,ok,0,0.39,,1,1,6,1,0,6,6,31.82,0.0,68.18,22,0.0,100.0,40,32,1,0,False,1
path-traversal,caihong_1.0.0,ok,0,0.39,,1,1,6,2,0,6,6,29.17,0.0,70.83,24,0.0,100.0,42,32,2,0,False,2
path-traversal,canvas-designer_1.2.1,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,42,32,2,0,False,2
path-traversal,caolilinode_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,caolilinode1_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,31.82,0.0,68.18,22,0.0,100.0,41,32,2,0,False,2
path-traversal,config,skip,skip,0,no .test.js file found (malformed case dir),,,,,,,,,,,,,,,,,,,
path-traversal,crud-file-server_0.7.0,ok,0,0.38,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,cuciuci_1.1.0,ok,0,0.38,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,cuiaiguang_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,42,32,2,0,False,2
path-traversal,cxy_1.1.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,cyber-js_1.0.6,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,cypserver_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,datachannel-client_1.0.2,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,dcdcdcdcdc_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,der-server_0.0.9,ok,0,0.40,,2,2,7,1,3,7,7,31.25,0.0,68.75,32,0.0,100.0,51,34,0,1,False,0
path-traversal,dilu_0.1.3,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,dylmomo_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,easy-node-server_1.2.1,ok,0,0.41,,2,2,11,1,3,11,11,26.32,0.0,73.68,57,0.0,100.0,58,37,0,0,False,0
path-traversal,ex-http-frame_1.0.2,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,express-blinker_0.0.6,ok,0,0.59,,7,10,272,1,65,909,1040,46.83,17.56,35.61,615,19.49,67.65,237,60,1,22,False,1
path-traversal,exxxxxxxxxxx_1.0.2,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,fakelearnnodejs_0.0.1,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,fast-http_0.1.3,ok,0,0.42,,3,3,15,1,5,14,15,36.99,0.0,63.01,73,13.33,80.0,67,39,0,4,False,0
path-traversal,fast-http-cli_0.0.8,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,fbr-client_1.0.3,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,file-static-server_1.0.2,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,fsk-server_0.2.1,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,gamebutler_1.0.4,ok,0,0.38,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,gaoxiaotingtingting_1.1.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,gaoxuyan_1.1.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,getstats_1.0.6,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,gfm-srv_1.1.2,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,glance_3.0.0,ok,0,0.57,,9,17,89,2,68,83,94,34.76,0.85,64.39,351,26.97,44.94,209,68,1,2,False,1
path-traversal,goserv_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,gyfserver_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,42,32,2,0,False,2
path-traversal,hangersteak_0.2.2,ok,0,0.53,,9,14,88,1,35,69,77,46.26,0.0,53.74,281,30.68,45.45,167,64,0,13,False,0
path-traversal,hdsdhhksjd_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,hftp_0.0.6,ok,0,0.39,,1,1,7,2,0,7,7,33.33,0.0,66.67,24,0.0,100.0,41,32,2,0,False,2
path-traversal,hostr_2.0.0,ok,0,0.39,,1,1,6,1,0,6,6,31.82,0.0,68.18,22,0.0,100.0,40,32,1,0,False,1
path-traversal,httpea_3.0.4,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,http-file-server_0.2.6,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,42,32,2,0,False,2
path-traversal,http-live-simulator_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,infraserver_0.0.1,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,intsol-package_1.0.0,ok,0,0.38,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,isv-http_0.0.9,ok,0,0.63,,8,15,166,1,73,249,328,48.68,2.79,48.53,682,15.06,60.84,269,72,0,72,False,0
path-traversal,lander_1.0.0,ok,0,0.40,,2,2,10,1,3,10,10,28.26,0.0,71.74,46,0.0,100.0,53,35,0,0,False,0
path-traversal,lessindex_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,lihuini_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,liuyaserver_1.0.0,ok,0,0.38,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,33,2,0,False,2
path-traversal,liyujing_1.1.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,ljjnodeserve_1.0.0,ok,0,0.39,,1,1,7,2,0,7,7,32.0,0.0,68.0,25,0.0,100.0,43,32,2,0,False,2
path-traversal,looppake_3.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,ltt_1.1.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,ltt.js_1.0.0,ok,0,0.38,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,lzl123_1.1.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,mcstatic_0.0.20,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,mfrs_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,mfrserver_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,m-server_1.4.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,myprolyz_1.1.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,myserve111_1.1.2,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,my-sn_1.0.1,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,nitro-server_1.3.3,ok,0,2.11,,138,231,1906,1,840,3106,3758,49.38,4.69,45.93,6373,21.62,28.44,1727,282,0,218,False,1
path-traversal,nodeaaaaa_1.3.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,node-cxc_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,node-http-server_8.1.2,ok,0,0.44,,2,2,32,1,20,40,54,52.0,1.6,46.4,125,3.13,96.88,87,41,0,1,False,0
path-traversal,nodejsccc_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,node-simple-router_0.10.0,ok,0,0.62,,2,5,213,1,186,379,441,44.41,6.88,48.71,698,13.62,66.2,258,62,0,44,False,0
path-traversal,node-srv_2.0.0,ok,0,0.71,,8,9,303,1,117,1046,1275,56.29,9.05,34.67,851,29.37,40.92,353,82,0,61,False,0
path-traversal,node-staticserver_1.0.3,ok,0,0.45,,2,4,21,1,15,25,38,31.4,0.83,67.77,121,4.76,95.24,94,43,0,1,False,0
path-traversal,node-static-webserver_0.0.1,ok,0,0.41,,2,2,17,1,4,17,19,38.1,0.0,61.9,63,5.88,94.12,61,38,0,1,False,0
path-traversal,nopach_0.1.1,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,open-device_4.0.1,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,paopao613_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,peiserver_1.0.0,ok,0,0.39,,1,1,6,2,0,6,6,29.17,0.0,70.83,24,0.0,100.0,42,32,2,0,False,2
path-traversal,pico-static-server_2.3.4,ok,0,0.40,,2,2,9,1,3,9,13,34.09,0.0,65.91,44,0.0,100.0,55,36,0,1,False,0
path-traversal,proxey_0.4.2,ok,0,0.43,,2,3,19,1,6,18,21,31.58,0.0,68.42,76,5.26,94.74,78,35,0,2,False,0
path-traversal,ptest_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,public_0.1.2,ok,0,0.39,,1,1,6,2,0,6,6,32.0,0.0,68.0,25,0.0,100.0,43,32,2,0,False,2
path-traversal,pytservce_1.0.0,ok,0,0.39,,1,1,6,2,0,6,6,29.17,0.0,70.83,24,0.0,100.0,42,32,2,0,False,2
path-traversal,ritp_1.0.5,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,rjpserver_1.0.0,ok,0,0.40,,1,1,6,2,0,6,6,29.17,0.0,70.83,24,0.0,100.0,42,32,2,0,False,2
path-traversal,rollup-plugin-dev-server_0.4.3,ok,0,0.44,,4,4,33,1,11,34,35,36.89,0.82,62.3,122,18.18,66.67,89,40,0,5,False,0
path-traversal,rollup-plugin-serve_0.4.2,ok,0,0.44,,4,4,31,1,10,32,33,40.95,0.95,58.1,105,19.35,64.52,85,38,0,5,False,0
path-traversal,rollup-plugin-serve-favicon_0.4.2,ok,0,0.43,,4,4,31,1,10,32,33,40.95,0.95,58.1,105,19.35,64.52,86,38,0,5,False,0
path-traversal,rollup-plugin-server_0.7.0,ok,0,0.43,,4,4,28,1,13,30,31,40.2,0.98,58.82,102,17.86,64.29,86,39,0,5,False,0
path-traversal,rtcmulticonnection-client_1.0.5,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,run-this-place_1.0.2,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,sabu_1.0.6,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,serve46_1.0.0,ok,0,0.38,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,serve-here.js_1.1.0,ok,0,0.42,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,server12311_1.2.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,serverabc_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,serverfff_1.1.1,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,servergmf_1.1.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,serverhuwenhui_1.1.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,serverliujiayi1_1.1.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,serverlyj333_1.1.0,ok,0,0.40,,1,1,7,2,0,7,7,32.0,0.0,68.0,25,0.0,100.0,44,32,2,0,False,2
path-traversal,serverlyr_1.1.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,servershuai_1.2.0,ok,0,0.40,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,serversyysyy_1.1.0,ok,0,0.39,,1,1,7,2,0,7,7,32.0,0.0,68.0,25,0.0,100.0,42,32,2,0,False,2
path-traversal,serverwg_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,serverwzl_1.3.1,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,serverxh_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,serverxxx_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,serveryaozeyan_1.0.4,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,serveryyl_1.1.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,serveryztyzt_1.4.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,serverzyqzyq_1.1.0,ok,0,0.38,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,serverzyy_1.0.0,ok,0,0.39,,1,1,6,2,0,6,6,29.17,0.0,70.83,24,0.0,100.0,43,32,2,0,False,2
path-traversal,servewuqianqianqian_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,servey_2.2.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,severzlt_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,sgqserve_1.0.0,ok,0,0.39,,1,1,6,2,0,6,6,29.17,0.0,70.83,24,0.0,100.0,42,32,2,0,False,2
path-traversal,shenliru_1.2.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,shenliru3_1.3.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,shit-server_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,simple-mock-server_0.2.1,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,songcaihong_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,srverqq_1.0.0,failed,n/a,0,npm install failed,,,,,,,,,,,,,,,,,,False,0
path-traversal,starfruit_0.2.2,ok,0,0.46,,3,5,65,1,16,36,37,40.2,0.49,59.31,204,49.23,10.77,107,40,1,8,False,1
path-traversal,static-html-server_0.1.2,ok,0,0.40,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,42,32,2,0,False,2
path-traversal,statichttpserver_0.9.7,ok,0,0.38,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,static-server-gx_1.2.1,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,statics-server_0.0.9,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,stattic_0.2.3,ok,0,0.62,,5,27,158,1,88,107,146,47.18,2.82,50.0,426,43.67,26.58,249,72,0,50,False,0
path-traversal,susu-sum_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,42,32,2,0,False,2
path-traversal,tinyserver_0.1.1,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,tinyserver2_0.5.2,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,uekw1511server_1.0.1,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,41,32,2,0,False,2
path-traversal,ussasasa_1.0.0,ok,0,0.39,,1,1,6,1,0,6,6,31.82,0.0,68.18,22,0.0,100.0,40,32,1,0,False,1
path-traversal,@vivaxy-here_3.1.0,ok,0,0.39,,1,1,6,1,0,6,6,31.82,0.0,68.18,22,0.0,100.0,40,32,2,0,False,2
path-traversal,wangguojing123_1.3.0,ok,0,0.39,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,40,32,2,0,False,2
path-traversal,wangshuai_1.0.0,ok,0,0.42,,1,1,6,1,0,6,6,30.43,0.0,69.57,23,0.0,100.0,42,32,2,0,False,2
path-traversal,web-node-server_0.1.0,ok,0,0.44,,2,6,22,1,7,27,32,40.7,0.0,59.3,86,0.0,100.0,82,36,0,2,False,0
path-traversal,webrepl_0.4.7,ok,0,0.45,,2,4,39,1,15,31,38,34.01,0.0,65.99,147,28.21,71.79,90,43,0,4,False,0
